id,component,ai_response_id,label,error_category,notes,labeled_at,relabel_round,meeting_text,meeting_date,procedure_id,procedure_title,match_confidence,matched_alias,org_stub_name,org_candidate_name,org_country,org_category,org_fuzzy_score,source_table
,procedure,c81fe0ec-2008-4ec4-91e4-915d9b153ee1,correct,,auto:Meeting explicitly discusses the EUDR.,2026-05-04T07:27:03.235524+00:00,0,Exchange of views on the EU Deforestation Regulation (EUDR).,2026-02-05,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,lobbying
,procedure,4c7b3853-ab7b-450d-8c23-6fd2805bcf9b,correct,,auto:Meeting explicitly discusses DMA implementation.,2026-05-04T07:27:03.235524+00:00,0,"EU competition policy and Digital Markets Act (DMA). - The interest representatives thanked EVP Ribera for her prioritisation of DMA implementation, and also for her antitrust enforcement in respect of the digital sector, including the recent Google AdTech decision, where the practices impacted advertising on publishers’ websites.
- The interest repre",2025-09-17,2020/0374(COD),Digital Markets Act,0.9,,,,,,,commission
,procedure,0cbde0b3-dc90-4184-972b-1f82ef2b4d5c,correct,,auto:Meeting explicitly names European Health Data Space.,2026-05-04T07:27:03.235524+00:00,0,"European Health Data Space, Regulation laying down rules to prevent and combat child sexual abuse",2022-09-06,2022/0140(COD),European Health Data Space,0.9,,,,,,,lobbying
,procedure,df46b736-f4b8-4d7c-931d-6124ab45f36e,correct,,auto:Meeting explicitly discusses the Clean Industrial Deal initiative.,2026-05-04T07:27:11.112058+00:00,0,"Meeting to exchange ideas. The main purpose of the meeting was to present the activities of the Group particularly in relation to innovation, clean steel and military mobility. They were particularly interested to know more about the planning of the Commission on new initiatives such as the Competitiveness Compass and Clean i",2025-01-16,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,ec5f6ccc-c870-4ef8-a380-7848ef71a043,correct,,auto:Meeting discusses CSRD revision which is the corporate sustainability reporting directive.,2026-05-04T07:27:11.112058+00:00,0,"Sustainable Finance Framework. Representatives of Invest Europe shared their views on the Sustainable Finance Framework. They called for urgent clarifications of the relation between the CSRD and the CSDDD, instead of having them in a L1 revision. They advocated for a lighter reporting regime for mid-caps under the CSRD and equiv",2025-02-03,2021/0104(COD),"Amending Directive 2013/34/EU, Directive 2004/109/EC, Directive 2006/43/EC and Regulation (EU) No 537/2014, as regards corporate sustainability reporting",0.9,,,,,,,commission
,procedure,a7796303-da94-4724-b31c-1403feab8403,correct,,auto:PPWR is the Packaging and Packaging Waste Regulation.,2026-05-04T07:27:11.112058+00:00,0,PPWR and high energy prices,2025-04-10,2022/0396(COD),Packaging and packaging waste,0.9,,,,,,,lobbying
,procedure,41eed491-daf5-4388-9d4a-e609a2454130,wrong,too_generic,auto:Meeting is about broad financial sector topics; FIDA/Open Finance is mentioned only generically among many topics.,2026-05-04T07:27:11.112058+00:00,0,"Financial sector regulation and its role in fostering growth and innovation across Central and Eastern Europe. - Financial literacy
- Savings and Investments Union Strategy
- Open Finance",2025-11-19,2023/0205(COD),Framework for Financial Data Access,0.9,,,,,,,commission
,procedure,b2252545-d532-4290-be4c-3afb24876b8f,correct,,auto:Meeting explicitly addresses the EUDR.,2026-05-04T07:27:11.112058+00:00,0,matter: EU Deforestation Regulation (EUDR). : USIPA presented their membership and the wood pellet sector. They don’t source from areas converted to production plantation established after 2008. They raised the traceability challenges they face and called for further adaptations under the EUDR.,2025-05-06,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,commission
,procedure,a8e94bac-624c-4bf0-b202-514f5660d505,correct,,auto:Meeting directly discusses the PPWR implementation.,2026-05-04T07:27:11.112058+00:00,0,"Packaging and Packaging Waste Regulation. Discussion on areas of unclarity regarding the PPWR, and how it best can be implemented to ensure a well- functioning single market and support the transition to a circular economy.",2025-08-27,2022/0396(COD),Packaging and packaging waste,0.9,,,,,,,commission
,procedure,2217bd5c-d4e1-4987-8a08-561b217c7460,wrong,unrelated_topic,"auto:Meeting covers Solvency II and retail investment strategy generally; retail investor protection is one of two topics but ambiguous, leaning unrelated to that specific file.",2026-05-04T07:27:11.112058+00:00,0,Solvency II review; retail investment strategy,2023-02-23,2023/0167(COD),Retail investor protection rules,0.9,,,,,,,commission
,procedure,24b73484-bdd3-4514-b0ec-50d65d6058dd,wrong,unrelated_topic,"auto:Roundtable on medication errors white paper, not on the 2009 Patient Safety Council recommendation.",2026-05-04T07:27:11.112058+00:00,0,roundtable debate entitled “Preventing Medication Errors across European hospitals to protect Patient Safety: Launch of the White Paper on Medication Errors and Traceability”,2022-03-22,2009/0003(CNS),Patient safety,0.9,,,,,,,lobbying
,procedure,b424a44b-594c-4c6c-94e9-01604eda9a3b,wrong,unrelated_topic,"auto:Meeting is about general simplification/bureaucracy in Germany, not the Deforestation Regulation.",2026-05-04T07:27:11.112058+00:00,0,"Simplification in Germany.. Dr Bergmann shared the views of the federation’s members on excessive bureaucracy in Germany. M. Hager gave an overview of the simplification agenda, and asked whether the members already feel the difference, and where there could be further room for credible improvement. Dr Bergmann mentioned finan",2026-01-28,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,commission
,procedure,0cbfc2f0-5398-4e33-bae0-e96c6d9df4cf,wrong,unrelated_topic,"auto:Introductory meeting about Maltese cultural sector and general culture priorities, not specifically the Creative Europe Programme file.",2026-05-04T07:27:11.112058+00:00,0,"Introductory meeting. MEIA presented activities of the organisation, including international dimension, participation in European cultural networks, and work on standard rate card for Maltese performing arts industry. - Commissioner presented priorities and actions in the field of Culture, namely the working conditions o",2025-04-28,2011/0370(COD),Creative Europe Programme,0.9,,,,,,,commission
,procedure,367c3097-a637-448c-a3e3-ed41a98088a7,correct,,"auto:Meeting explicitly about the Digital Services Act, matching the procedure.",2026-05-04T07:27:20.019817+00:00,0,Digital Services Act / Digital Markets Act,2021-03-10,2020/0361(COD),Digital Services Act,0.9,,,,,,,lobbying
,procedure,4dab6c1b-348d-499e-ba0d-4b17d8debd9c,correct,,auto:Meeting directly discusses the Water Resilience Strategy development.,2026-05-04T07:27:20.019817+00:00,0,Water Resilience Strategy. Input and arguments to the development of the Water Resilience Strategy. Timeline of the strategy and the future dialogues ahead after adoption.,2025-04-28,2024/2104(INI),The European Water Resilience Strategy,0.9,,,,,,,commission
,procedure,98f06d45-7be7-4e8a-9e4f-028da3d98802,correct,,auto:Meeting explicitly discusses EMFA implementation.,2026-05-04T07:27:20.019817+00:00,0,"Exchange of views on media related policies, including the European Media Freedom Act (EMFA) and consumer protection. - Introductory meeting, with overview of the participants’ roles and responsibilities, highlighting key areas of expertise and focus for each attendee. ACT shared the main points of its manifesto 2024-2029.
- Discussion of state of play of EMFA implementation.
- Exchange of views on consumer protect",2025-01-24,2022/0277(COD),European Media Freedom Act,0.9,,,,,,,commission
,procedure,ef37f450-e97f-48bf-a394-fd2747d239e0,wrong,unrelated_topic,"auto:Meeting is about SME policy and administrative simplification, not corporate sustainability reporting.",2026-05-04T07:27:20.019817+00:00,0,"PME et Marché intérieur. CMA représente 2,4 millions de petites entreprises du secteur de l’artisanat en France. Membre de SMEunited au niveau UE. - Réflexe PME de la nouvelle Commission européenne à chaque étape du processus décisionnel et enjeu de simplification (objectif -35% de formalités administratives pour les PME). ",2025-03-28,2021/0104(COD),"Amending Directive 2013/34/EU, Directive 2004/109/EC, Directive 2006/43/EC and Regulation (EU) No 537/2014, as regards corporate sustainability reporting",0.9,,,,,,,commission
,procedure,939a9199-c9df-4472-8a9a-4a512869323d,correct,,auto:Meeting is explicitly about the Critical Raw Materials Act implementation.,2026-05-04T07:27:20.019817+00:00,0,"Discussion on the implementation of the Critical Raw Materials Act and the recognition as Strategic Project (“SP”).. - Neptune Energy presented its activities and concerns: o German oil and gas company, transitioning from production of hydrocarbons to production of renewable energy and extraction of raw materials o Presentation of lithium extraction project in Saxony-Anhalt. o Application for recognition of the pr",2025-07-15,2023/0079(COD),Framework for ensuring a secure and sustainable supply of critical raw materials,0.9,,,,,,,commission
,procedure,2eccdd57-f676-4c03-afc7-5e2f1d1ce4ff,wrong,too_generic,auto:Meeting briefly mentions EU Digital ID among broader topics; not clearly focused on this specific procedure.,2026-05-04T07:27:20.019817+00:00,0,"Exchange of views on ongoing and planned Commission’s initiatives. Paypal’s representatives emphasized their commitment to help SMEs reach global markets and customers outside their domestic markets, highlighting the company’s reputation regarding the s ecurity of transactions that they provide , which are trusted worldwide. - PayPal is looking at the EU Digital Id",2025-04-03,2021/0136(COD),EU Digital Identity,0.9,,,,,,,commission
,procedure,4bde8dfa-b122-446e-be60-096e4acf07a9,wrong,alias_collision,"auto:Meeting covers FIDA, PSR and digital euro broadly; matcher picked digital euro but meeting is multi-file and not specifically focused.",2026-05-04T07:27:20.019817+00:00,0,"key regulatory developments in the financial sector, impact of FIDA, PSR and digital euro dossiers on the financial sector",2024-11-05,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,lobbying
,procedure,93ca4843-f299-4ac5-a97a-a0a511bcaaa6,correct,,auto:Meeting directly discusses CBAM impact and future initiatives.,2026-05-04T07:27:20.019817+00:00,0,CBAM. The following points were raised : impact of CBAM on downstream products and the future initiatives of the Commission in this area.,2025-03-20,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,commission
,procedure,425dc39a-282b-4b3c-bfab-50cfc5d30e59,correct,,auto:CSRD Omnibus discussion aligns with the omnibus amending procedure.,2026-05-04T07:27:20.019817+00:00,0,"CSRD Omnibus and carbon accounting. Representatives of SAP presented the purpose and vision of their company which embeds sustainability. They shared concerns as regards the lack of data from companies out of scope of the CSRD that will be in their value chain. They also indicated they find the timeline of the ESRS revision too tight,",2025-06-26,2025/0045(COD),Corporate sustainability reporting and due diligence requirements,0.9,,,,,,,commission
,procedure,1b542adc-3360-451d-8cbe-7aecc007b729,correct,,auto:Meeting explicitly about the Packaging and Packaging Waste Regulation.,2026-05-04T07:27:20.019817+00:00,0,Packaging and Packaging Waste Regulation (meeting taken by the assistant responsible),2023-03-02,2022/0396(COD),Packaging and packaging waste,0.9,,,,,,,lobbying
,procedure,faf1bafd-2880-4127-9f00-3d4084558697,correct,,auto:Meeting explicitly discusses the biotech act.,2026-05-04T07:27:28.754067+00:00,0,Presentation of Bayer. Bayer presented their company and explained concerns about long authorisation procedures in the EU. The Cssr explained the Commission’s actions on the matter as set out in the bioeconomy strategy and the biotech act.,2026-02-13,2025/0406(COD),European Biotech Act,0.9,,,,,,,commission
,procedure,8333b934-c3ea-4589-be74-5fc0fa16742f,uncertain,,auto:Banking Package is vague; could refer to CRD or CRR proposal in the 2021 banking package.,2026-05-04T07:27:28.754067+00:00,0,Banking Package - APA,2022-06-29,2021/0341(COD),"Amending Directive 2013/36/EU as regards supervisory powers, sanctions, third-country branches, and environmental, social and governance risks, and amending Directive 2014/59/EU",0.9,,,,,,,lobbying
,procedure,2e8bf165-713b-4b4c-93ea-a71102fc1a03,correct,,auto:Meeting directly discusses CBAM.,2026-05-04T07:27:28.754067+00:00,0,"Carbon Border Adjustment Mechanism and Emissions Trading System. - CEPI representatives presented their views on the Carbon Border Adjustment Mechanism (CBAM) and its potential extension to other sectors, in particular chemicals. The need for effective level of carbon leakage protection was emphasised.
- CEPI presented figures on the decoupling of emissions from ",2025-07-08,2021/0214(COD),Carbon Border Adjustment Mechanism,0.9,,,,,,,commission
